objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00060,Pat Greets Children Outside Library,Meridian Library District,1983-06,"Pat, a librarian, sits outside the library with a clipboard as children gather around for an event.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 45",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00060.jpg,/objects/small/col012_mldimages_00060_sm.jpg,/objects/thumbs/col012_mldimages_00060_th.jpg,,
col12_00061,Sitting on Hay Bales at the Library,Meridian Library District,1983-06,Ron and Ryan Ayde sit on hay bales outside the Meridian Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 46",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00061.jpg,/objects/small/col012_mldimages_00061_sm.jpg,/objects/thumbs/col012_mldimages_00061_th.jpg,,
col12_00062,Myla Meiers Meridian Library Event,Meridian Library District,1983-06-23,Myla Meiers addresses children at a Western themed library event. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00062.jpg,/objects/small/col012_mldimages_00062_sm.jpg,/objects/thumbs/col012_mldimages_00062_th.jpg,,
col12_00063,Myla Meiers Lassoing a Boy,Meridian Library District,1983-06-23,"Myla Meiers, Caldwell Night Rodeo champion demonstrates lassoing on a boy from the audience.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 48",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00063.jpg,/objects/small/col012_mldimages_00063_sm.jpg,/objects/thumbs/col012_mldimages_00063_th.jpg,,
col12_00064,Rodeo Announcer T.H. Bird Talks to Children,Meridian Library District,1983-06-30,"T.H. Bird, a retired rodeo announcer, talks with children at a library event.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00064.jpg,/objects/small/col012_mldimages_00064_sm.jpg,/objects/thumbs/col012_mldimages_00064_th.jpg,,
col12_00065,T.H. Bird Shows Cowboy Boot to Children ,Meridian Library District,1983-06-30,Retired rodeo announcer T.H. Bird shows a cowboy boot to children during a library event. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 49",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00065.jpg,/objects/small/col012_mldimages_00065_sm.jpg,/objects/thumbs/col012_mldimages_00065_th.jpg,,
col12_00066,The Great Moodini Performs Magic at the Library,Meridian Library District,1983-07-14,The Great Moodini performs his magic act with the help of audience member Angie.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 51",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00066.jpg,/objects/small/col012_mldimages_00066_sm.jpg,/objects/thumbs/col012_mldimages_00066_th.jpg,,
col12_00067,The Great Moodini Captivates Children,Meridian Library District,1983-07-14,Magician The Great Moodini captivates children at the Meridian Library during an event. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 51",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00067.jpg,/objects/small/col012_mldimages_00067_sm.jpg,/objects/thumbs/col012_mldimages_00067_th.jpg,,
col12_00068,Jim Assists the Great Moodini,Meridian Library District,1983-07-14,The Great Moodini performs his magic with the help of audience member Jim. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 51",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00068.jpg,/objects/small/col012_mldimages_00068_sm.jpg,/objects/thumbs/col012_mldimages_00068_th.jpg,,
col12_00069,The Great Moodini and Clark ,Meridian Library District,1983-07-14,Audience member Clark assists The Great Moodini during a Meridian Library event.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00069.jpg,/objects/small/col012_mldimages_00069_sm.jpg,/objects/thumbs/col012_mldimages_00069_th.jpg,,
col12_00070,Jamie and Clark Assist The Great Moodini ,Meridian Library District,1983-07-14,The Great Moodini recruits the assistance of audience members Jamie and Clark in his magic act at Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00070.jpg,/objects/small/col012_mldimages_00070_sm.jpg,/objects/thumbs/col012_mldimages_00070_th.jpg,,
col12_00071,The Great Moodini Magic Show,Meridian Library District,1983-07-14,The Great Moodini performs at a children's event at the Meridian Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00071.jpg,/objects/small/col012_mldimages_00071_sm.jpg,/objects/thumbs/col012_mldimages_00071_th.jpg,,
col12_00072,The Great Moodini Holds Baloons During Magic Act,Meridian Library District,1983-07-14,The Great Moodini entertains children with magic at the Meridian Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 52",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00072.jpg,/objects/small/col012_mldimages_00072_sm.jpg,/objects/thumbs/col012_mldimages_00072_th.jpg,,
col12_00073,E. Webb Fan Collection in Library Display,Meridian Library District,1983-07,E. Webb Fan Collection given to library for temporary display. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 3, Page 53",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00073.jpg,/objects/small/col012_mldimages_00073_sm.jpg,/objects/thumbs/col012_mldimages_00073_th.jpg,,
col12_00074,Nancy Spear sitting at Library Desk,Meridian Library District,1983-07,"Nancy Spear, Meridian Library clerk-typist, sits at her desk working. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 53",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00074.jpg,/objects/small/col012_mldimages_00074_sm.jpg,/objects/thumbs/col012_mldimages_00074_th.jpg,,
col12_00075,Movie Event at the Library,Meridian Library District,1983-07-21,"Librarian Denise greets patrons for the last scheduled event of the 1983 summer reading program. The program was Western themed, and for the closing event attendees watched a movie and ate cotton candy. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 54",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00075.jpg,/objects/small/col012_mldimages_00075_sm.jpg,/objects/thumbs/col012_mldimages_00075_th.jpg,,
col12_00076,Della and Charline Smith Make Cotton Candy,Meridian Library District,1983-07-21,Della and Charline Smith make Cotton Candy as part of the last event for the Summer Reading Program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 55",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00076.jpg,/objects/small/col012_mldimages_00076_sm.jpg,/objects/thumbs/col012_mldimages_00076_th.jpg,,
col12_00077,Children Gather Around for Cotton Candy,Meridian Library District,1983-07-21,Children gather for Cotton Candy at the last event of the 1983 summer reading program. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 55",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00077.jpg,/objects/small/col012_mldimages_00077_sm.jpg,/objects/thumbs/col012_mldimages_00077_th.jpg,,
col12_00078,Librarian Evelyn Cuts a Cake,Meridian Library District,1983-08-25,The Staff and Library Board got together to honor Librarian Evelyn. Evelyn is cutting the cake while Nancy and Denise talk in the background. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 3, Page 58",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00078.jpg,/objects/small/col012_mldimages_00078_sm.jpg,/objects/thumbs/col012_mldimages_00078_th.jpg,,
col12_00079,Randy Evans Guest Smokejumper at Library Event,Meridian Library District,1983-10-04,"Randy Evans, guest smokejumper, appears for children after school on Tuesday, October 4, 1983. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 04",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00079.jpg,/objects/small/col012_mldimages_00079_sm.jpg,/objects/thumbs/col012_mldimages_00079_th.jpg,,
col12_00080,Children Sit on Floor Listening to a Story,Meridian Library District,1983-10-04,Librarian reads to children as part of the smokejumper event. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 04",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00080.jpg,/objects/small/col012_mldimages_00080_sm.jpg,/objects/thumbs/col012_mldimages_00080_th.jpg,,
col12_00081,Smokejumper Randy Evans Prepares Film Projector,Meridian Library District,1983-10-04,Smokejumper Randy Evans prepares a film projector as part of a children's event at the Meridian Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 04",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00081.jpg,/objects/small/col012_mldimages_00081_sm.jpg,/objects/thumbs/col012_mldimages_00081_th.jpg,,
col12_00082,The Way of the Trout Event,Meridian Library District,1983-10-18,"Rick Gilchrist, the Regional Conservation Educator for the daho Department of Fish and Game, showed ""Way of the Trout"" film and talked to kids about wildlife on Tuesday, October 18, 1983.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 05",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00082.jpg,/objects/small/col012_mldimages_00082_sm.jpg,/objects/thumbs/col012_mldimages_00082_th.jpg,,
col12_00083,Good Bear Day!!!,Meridian Library District,1983-10-25,"Children gather, with their teddy bears, for the Library's Good Bear Day.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 07",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00083.jpg,/objects/small/col012_mldimages_00083_sm.jpg,/objects/thumbs/col012_mldimages_00083_th.jpg,,
col12_00084,Librarian Reads a Bear Story,Meridian Library District,1983-10-25,Librarian reads a bear story on Good Bear Day's Tea Party for Toddlers and Preschoolers. Some bears can be seen within the audience. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00084.jpg,/objects/small/col012_mldimages_00084_sm.jpg,/objects/thumbs/col012_mldimages_00084_th.jpg,,
col12_00085,"""Meal With a Peel"" Preparation",Meridian Library District,1983,Workers gather in the library kitchen to prepare the food for the Library's Meal With a Peel fundraiser. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 10",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00085.jpg,/objects/small/col012_mldimages_00085_sm.jpg,/objects/thumbs/col012_mldimages_00085_th.jpg,,
col12_00086,Children Show off their Bookmarks,Meridian Library District,1983,"Children gather in front of a ""Read"" poster smiling as they show off their new bookmarks. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 13",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00086.jpg,/objects/small/col012_mldimages_00086_sm.jpg,/objects/thumbs/col012_mldimages_00086_th.jpg,,
col12_00087,The Library's Children's Tree,Meridian Library District,1983-12-01,"Former Meridian Public Librarian Nancy Sage enjoys the library's ""Children's Tree"" in her home. The tree is decorated with handmade paper ornaments made by children. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 15",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00087.jpg,/objects/small/col012_mldimages_00087_sm.jpg,/objects/thumbs/col012_mldimages_00087_th.jpg,,
col12_00088,The Shoemaker & The Elves,Meridian Library District,1984-01-03,"On Tuesday January 3, 1984, children gather in the library for ""The Shoemaker & the Elves"" event. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 15",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00088.jpg,/objects/small/col012_mldimages_00088_sm.jpg,/objects/thumbs/col012_mldimages_00088_th.jpg,,
col12_00089,Ona Siporin Gets Ready to Tell Children Fairy Tales,Meridian Library District,1984-01-20,Ona Siporin gets ready to tell children gathered at the library Fairy Tales. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 17",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00089.jpg,/objects/small/col012_mldimages_00089_sm.jpg,/objects/thumbs/col012_mldimages_00089_th.jpg,,
col12_00090,Girl Plays Pin-The-Tail On the Donkey,Meridian Library District,1984-01,Children watch on as a girl takes her tunr during an activity of Pin-The-Tail on the Donkey.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 18",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00090.jpg,/objects/small/col012_mldimages_00090_sm.jpg,/objects/thumbs/col012_mldimages_00090_th.jpg,,
col12_00091,"""Julius, the Gorilla"" Puppet Show",Meridian Library District,1984-03-06,"Susan performs ""Julius, the Gorilla"" for kids after school at 4pm, Tuesday March 6, 1984.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 21",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00091.jpg,/objects/small/col012_mldimages_00091_sm.jpg,/objects/thumbs/col012_mldimages_00091_th.jpg,,
col12_00092,"""The Very Hungry Caterpillar"" Storytime",Meridian Library District,1984-03-08,"Susan D'Errico tells the story of The Very Hungry Caterpillar with a felt board on Thursday March 8, at 10:30. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 21",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00092.jpg,/objects/small/col012_mldimages_00092_sm.jpg,/objects/thumbs/col012_mldimages_00092_th.jpg,,
col12_00093,Big Brother Reads to Little Brother,Meridian Library District,1984-03,"Brothers Mark and Matthew Johnston sit down together as Mark reads ""several books to Matthew with lots of storytelling spark."" ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 22",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00093.jpg,/objects/small/col012_mldimages_00093_sm.jpg,/objects/thumbs/col012_mldimages_00093_th.jpg,,
col12_00094,The Safety Kids,Meridian Library District,1984-03-17,"Children watch ""The Safety Kids"" Program and learn about saftey.","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Sieres 4, Page 25",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00094.jpg,/objects/small/col012_mldimages_00094_sm.jpg,/objects/thumbs/col012_mldimages_00094_th.jpg,,
col12_00095,Representative Gary Montegomery Reads to Children,Meridian Library District,1984-04,Representative Gary Montgomery reads to children during 1984's National Library Week events.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 31",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00095.jpg,/objects/small/col012_mldimages_00095_sm.jpg,/objects/thumbs/col012_mldimages_00095_th.jpg,,
col12_00096,Mary Alice White Reads to Children,Meridian Library District,1984-04,Mary Alice White reads to Children as part of National Library Week events. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 33",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00096.jpg,/objects/small/col012_mldimages_00096_sm.jpg,/objects/thumbs/col012_mldimages_00096_th.jpg,,
col12_00097,"""Little Brown Bear is Afraid of the Dark"" ",Meridian Library District,1984-04-12,"Kindergarten classes listen closely to ""Little Brown Bear is Afriad of the Dark."" ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 39",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00097.jpg,/objects/small/col012_mldimages_00097_sm.jpg,/objects/thumbs/col012_mldimages_00097_th.jpg,,
col12_00098,"""Good Morning"" Song",Meridian Library District,1984-04-12,"Kindergarten classes learn a ""Good Morning"" song. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 39",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00098.jpg,/objects/small/col012_mldimages_00098_sm.jpg,/objects/thumbs/col012_mldimages_00098_th.jpg,,
col12_00099,Meridian Library Board Expansion Bid Meeting,Meridian Library District,1984-04-12,Meridian Library Board Chairman Jack Riddlemoser conducting the opening of bids for a new library expansion project. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 40",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00099.jpg,/objects/small/col012_mldimages_00099_sm.jpg,/objects/thumbs/col012_mldimages_00099_th.jpg,,
col12_00100,Jack Riddlemoser Greets at Groundbreaking Ceremony,Meridian Library District,1984-04-14,Meridian Library Board Chairman Jack Riddlemoser greets crowd at the groundbreaking ceremony of the Meridian Library's new expansion.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 41",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00100.jpg,/objects/small/col012_mldimages_00100_sm.jpg,/objects/thumbs/col012_mldimages_00100_th.jpg,,
col12_00101,Breaking Ground on Library Expansion,Meridian Library District,1984-04-14,Meridian Library Board Chairman Jack Riddlemoser offically breaks ground with his shovel where the library building expansion will occur. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 42",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00101.jpg,/objects/small/col012_mldimages_00101_sm.jpg,/objects/thumbs/col012_mldimages_00101_th.jpg,,
col12_00102,Backhoe Digs up Grass for Library Expansion,Meridian Library District,1984-04-25,Digging commences in the grassy area next to the library for the expansion project. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 45",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00102.jpg,/objects/small/col012_mldimages_00102_sm.jpg,/objects/thumbs/col012_mldimages_00102_th.jpg,,
col12_00103,The Front of the Meridian Library Before Expansion Work,Meridian Library District,1984-04,The appearance of the front of the Meridian Library prior to the expansion work. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 4, Page 47",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00103.jpg,/objects/small/col012_mldimages_00103_sm.jpg,/objects/thumbs/col012_mldimages_00103_th.jpg,,
